texto,calificacion,lugar,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
"Bed was huge and comfy and the bathroom was very big. Lovely little terrace overlooking the volcano. The a/c wasn’t too loud/aggressive so was able to sleep with it on, which was rare on our trip! Hot tub and pool were good. Some great restaurants in walking distance. We stayed on our honeymoon, this was one of 8 hotels/Air B&Bs we stayed in on our trip and the only one who made an effort with a token to our honeymoon! It was appreciated. We were going to have breakfast but were put off by lots of dirty tables/plates and disgruntled people waiting. Save your money and have breakfast at the Red Frog Cafe 5 min walk away, same price as the hotel and excellent quality and service!",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"La cama era enorme y cómoda y el baño era muy grande. Pequeña y encantadora terraza con vistas al volcán. El aire acondicionado no era demasiado ruidoso ni agresivo, por lo que pude dormir con él encendido, ¡lo cual era raro en nuestro viaje! El jacuzzi y la piscina estaban bien. Algunos excelentes restaurantes a poca distancia. Nos alojamos en nuestra luna de miel, este fue uno de los 8 hoteles/Air B&B en los que nos alojamos durante nuestro viaje y el único que hizo un esfuerzo con una ficha para nuestra luna de miel. Fue apreciado. Íbamos a desayunar, pero nos desanimaron muchas mesas y platos sucios y gente descontenta esperando. Ahorre dinero y desayune en el Red Frog Cafe a 5 minutos a pie, ¡el mismo precio que el hotel y excelente calidad y servicio!",
Breakfast was amazing!  The individual “cabins” were unique.  Love the patio with comfy chairs. Would have liked one additional chair inside.  But pretty close to perfect.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,¡El desayuno fue increíble!  Las “cabañas” individuales eran únicas.  Me encanta el patio con sillas cómodas. Me hubiera gustado tener una silla adicional en el interior.  Pero bastante cerca de ser perfecto.,
Overall a good stay.Small boutique property.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"En general, fue una buena estancia. Pequeña propiedad boutique.",
"Beautiful accommodation set into gardens filled with flowers and birds. A restful and comfortable place. Pool, jacuzzi and game rooms add to the appeal. Coffee in the room would be an added bonus",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Precioso alojamiento rodeado de jardines llenos de flores y pájaros. Un lugar tranquilo y confortable. La piscina, el jacuzzi y las salas de juegos aumentan el atractivo. Café en la habitación sería una ventaja adicional.",
It’s just beautiful….. not far off the road but you feel like you’re in the rain forest.  All staff were just lovely too. That I couldn’t stay longer!,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Es simplemente hermoso... no muy lejos de la carretera, pero te sientes como si estuvieras en la selva tropical.  Todo el personal también fue encantador. ¡Que no podía quedarme más tiempo!",
The grounds of this hotel are beautiful - we saw so much wildlife Nothing!  I cant wait to return,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Los terrenos de este hotel son hermosos: vimos mucha vida salvaje. ¡Nada!  No puedo esperar a volver,
The staff and the garden surrounded by wildlife Littlwstorage for clothes in the room.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,El personal y el jardín rodeados de vida salvaje. Pequeño espacio para guardar la ropa en la habitación.,
Lovely view. Nice staff. Good location. Comfortable room. Better facilities in the room.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Preciosa vista. Personal agradable. Buena ubicación. Habitación cómoda. Mejores instalaciones en la habitación.,
Cozy unique property with excellent views of the Arenal volcano. Like you are staying in a flower garden combined with a mini farm - and excellent staff. Rooms are very clean and air conditioners work well! No complaints at all - but note that payments are in cash only. Does not accept credit cards.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Acogedora propiedad única con excelentes vistas al volcán Arenal. Como si estuvieras alojado en un jardín de flores combinado con una mini granja y un personal excelente. Las habitaciones están muy limpias y los aires acondicionados funcionan bien. No tengo ninguna queja, pero tenga en cuenta que los pagos se realizan únicamente en efectivo. No acepta tarjetas de crédito.",
"Stunning setting with gorgeous tropical plants and animals everywhere. Reception was extremely accommodating with everything, including buying discount tickets to Baldi hot springs. Room was clean and comfortable with AC. Felt very private. I loved the hammock. Could walk to a few restaurants but was also close to hot springs. Very good breakfast for $7. Pool was amazing. The walls were a little thin but it didn’t affect us at all.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Impresionante entorno con preciosas plantas y animales tropicales por todas partes. La recepción fue extremadamente servicial con todo, incluida la compra de boletos con descuento para las aguas termales de Baldi. La habitación estaba limpia y cómoda con aire acondicionado. Me sentí muy privado. Me encantó la hamaca. Podía caminar a algunos restaurantes pero también estaba cerca de aguas termales. Muy buen desayuno por $7. La piscina era increíble. Las paredes eran un poco finas pero no nos afectó en absoluto.",
"Humming birds in the garden, volcano view Our room was not cleaned every day, cash only for hotel and restaurant not very convenient, I would prefer to have the option to pay by card",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Colibríes en el jardín, vista al volcán Nuestra habitación no se limpiaba todos los días, solo efectivo para el hotel y el restaurante no es muy conveniente, preferiría tener la opción de pagar con tarjeta",
Beautiful property just far enough off the road to feel very private.,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Hermosa propiedad lo suficientemente alejada de la carretera para sentirse muy privada.,
"Beautiful grounds w wonderful lush plants, toucans, and nice chairs! Breakfast available. Fantastic new renovations! Animals! Local feel! Individual cabanas are large. Bathrooms are large. Could still hear some trucks and noise even at night ( we did use our white noise phone app too).",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡Hermosos jardines con maravillosas plantas exuberantes, tucanes y bonitas sillas! Desayuno disponible. Fantásticas renovaciones nuevas! ¡Animales! Sensación local! Las cabañas individuales son grandes. Los baños son grandes. Todavía se podían escuchar algunos camiones y ruido incluso de noche (también usamos nuestra aplicación de teléfono de ruido blanco).",
"nothing fancy but great location, friendly staff and comfortable rooms/beds made it a great place to stay. a bit on the pricey side for what you get and we had some issues with wifi at times.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Nada especial, pero la excelente ubicación, el personal amable y las cómodas habitaciones y camas lo convirtieron en un excelente lugar para alojarse. un poco caro para lo que obtienes y a veces tuvimos algunos problemas con el wifi.",
"The hotel is set within a beautiful garden. Our room was very large with great beds and linens, and total privacy. There were gorgeous flowers and hummingbirds all around our porch.  There is a great pool and hot tub, and game facilities.  Breakfast is available for $7, which is a huge bargain in the area.  Staff were friendly and helpful.  Security is very good.  The location is superb.  Fabulous value for the cost. Everything was perfect. My only comment is that you can't drive to your unit.  This wasn't a problem for us, as our unit was close to  parking, but it could be for those further away.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"El hotel está situado dentro de un hermoso jardín. Nuestra habitación era muy grande, con camas y ropa de cama estupendas y total privacidad. Había hermosas flores y colibríes alrededor de nuestro porche.  Hay una gran piscina, jacuzzi e instalaciones para juegos.  El desayuno está disponible por $7, lo cual es una gran ganga en la zona.  El personal fue amable y servicial.  La seguridad es muy buena.  La ubicación es magnífica.  Valor fabuloso por el costo. Todo fue perfecto. Mi único comentario es que no puedes conducir hasta tu unidad.  Esto no fue un problema para nosotros, ya que nuestra unidad estaba cerca del estacionamiento, pero podría serlo para aquellos que están más lejos.",
Room was great! Great Location and excelent service. Kitchen was under repair so Breakfast was not included!  and You need to pay in cash at the hotel!,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"La habitación era genial! Excelente ubicación y excelente servicio. La cocina estaba en reparación, por lo que el desayuno no estaba incluido.  ¡Y debes pagar en efectivo en el hotel!",
"The hostesses are very friendly and helpful. The rooms and beds were good and clean. And especially the environment within the resort is absolutely beautiful. There are lots of plants and birds around the room. The air conditioning only worked at the highest airspeed, which was quite noisy during the night",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"Las azafatas son muy amables y serviciales. Las habitaciones y las camas estaban bien y limpias. Y especialmente el entorno dentro del resort es absolutamente hermoso. Hay muchas plantas y pájaros alrededor de la habitación. El aire acondicionado solo funcionaba a la velocidad más alta, lo que hacía bastante ruido durante la noche.",
"The staff was so personable and friendly! They made sure our stay was perfect, and they were very responsive and flexible. The view of the volcano from our room was amazing. There were a few bugs in the bathroom since the bathroom windows are screened in but they didn’t bother us.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"El personal fue muy agradable y amable. Se aseguraron de que nuestra estancia fuera perfecta y fueron muy receptivos y flexibles. La vista del volcán desde nuestra habitación era increíble. Hubo algunos errores en el baño ya que las ventanas del baño están cerradas, pero no nos molestaron.",
Wonderful location just outside the town. Walking distance to restaurants. Wonderful pool area. Big and spacious rooms. We saw so many birds in the garden!,5,Hotel Roca Negra del Arenal,alojamiento,booking,en,Maravillosa ubicación a las afueras de la ciudad. A poca distancia de restaurantes. Maravillosa zona de piscina. Habitaciones grandes y espaciosas. ¡Vimos tantos pájaros en el jardín!,
"This property is a birder's paradise! My friend had to work a couple of hours each of the days we were there so I spent that time on the deck with binos, camera and Merlin. The gardens and property are amazing. Close to all the spots we wanted to visit. Unfortunately weather didn't cooperate to see the volcano clearly. coffee maker in room would have been nice.",5,Hotel Roca Negra del Arenal,alojamiento,booking,en,"¡Esta propiedad es un paraíso para los observadores de aves! Mi amigo tuvo que trabajar un par de horas cada uno de los días que estuvimos allí, así que pasé ese tiempo en la terraza con binos, cámara y Merlín. Los jardines y la propiedad son increíbles. Cerca de todos los lugares que queríamos visitar. Lamentablemente el clima no cooperó para ver el volcán con claridad. cafetera en la habitación hubiera sido agradable.",
